custom_id,label_x,cause,effect,original_row_id,climate,health,intersection,date,text,replies,link,handle,n_replies,n_reposts,n_likes,n_bookmarks,n_views,language,text_en,original_row_id.1,name,Portfolio,Term Start,Term End,personal_twitter,institutional_twitter,label_y
45,1,"climate change, covid-19, consequences of Russia's war against Ukraine",requires united action to ensure social protection for those with lowest income,127443,1,0,0,2022-09-19,"Discussed with 
@RGrynspan
 global economic challenges, in particular in Latin America.

Triple crisis - climate change, covid-19 & consequences of Russia’s war against Ukraine - requires united action to ensure social protection for those with lowest income.

We cannot stand idle.","24 replies, 33 reposts, 95 likes, 3 bookmarks",https://x.com/JosepBorrellF/status/1571895257222025218/photo/1,JosepBorrellF,24.0,33.0,95.0,3.0,,en,"Discussed with 
@RGrynspan
 global economic challenges, in particular in Latin America.

Triple crisis - climate change, covid-19 & consequences of Russia’s war against Ukraine - requires united action to ensure social protection for those with lowest income.

We cannot stand idle.",,,,,,,,1
46,0,,,75509,1,0,0,2023-03-07,"El presidente 
@sanchezcastejon
 ha mantenido hoy una reunión con el CEO de 
@renaultgroup
, @LucaDe_Meo. 

Se han analizado las inversiones necesarias para acelerar la descarbonización y la importancia de garantizar el suministro de semiconductores para la automoción en España.","162 replies, 161 reposts, 300 likes, 1 bookmark, 37806 views",https://x.com/desdelamoncloa/status/1633117528850350081/photo/1,desdelamoncloa,162.0,161.0,300.0,1.0,37806.0,es,"The President 
@sánchezCastejon
 today has held a meeting with the CEO of 
@renaultgroup
, @Lucade_meo. 

The necessary investments to accelerate decarbonization and the importance of guaranteeing the supply of automotive semiconductors in Spain have been analyzed.",218138.0,,,,,,,1
47,0,,,38173,1,0,0,2024-08-26,"Good exchange with Samoan PM Fiamè Naomi Mata’afa on our partnership and cooperation in the Water, Sanitation, Hygiene (WASH) sector. I was happy to announce the EU’s budget support payment of 3,1M€ for Samoa’s “Water Resilience and Climate Change Adaptation” programme.","24 reposts, 72 likes, 3559 views",https://x.com/JuttaUrpilainen/status/1828195365507510527/photo/1,JuttaUrpilainen,,24.0,72.0,,3559.0,en,"Good exchange with Samoan PM Fiamè Naomi Mata’afa on our partnership and cooperation in the Water, Sanitation, Hygiene (WASH) sector. I was happy to announce the EU’s budget support payment of 3,1M€ for Samoa’s “Water Resilience and Climate Change Adaptation” programme.",,Jutta Urpilainen,International Partnerships,01/12/2019,30/11/2024,@JuttaUrpilainen,@EU_Commission,1
48,0,,,88271,1,0,0,2022-08-18,"Green Deal europeo, pacchetto Fit for 55%, legge sul clima, sistema di scambio delle quote di emissione, finanza verde... di cosa si tratta? 
Come funziona? E come sta affrontando, l'UE, le crescenti criticità dei cambiamenti climatici?
Di più nel video! ","10 reposts, 24 likes, 2 bookmarks",,Europarl_IT,,10.0,24.0,2.0,,it,"Green Deal European, Fit for 55%package, climate law, exchange of emission shares, green finance ... what is it? 
How does it work? And how is the EU, the growing critical issues of climate change?
More in the video!",,,,,,,,1
49,1,Airplanes and ships have an increasing environmental impact,The EU takes measures to reduce their greenhouse gas emissions,59106,1,0,0,2022-06-15,Самолетите и корабите имат все по-голямо въздействие върху околната среда. ЕС предприема мерки за намаляване на техните емисии на парникови газове >>> http://eptwitter.eu/q7JD,"1 repost, 1 like",https://x.com/Europarl_BG/status/1537132558156193792/photo/1,Europarl_BG,,1.0,1.0,,,bg,Airplanes and ships have an increasing environmental impact. The EU takes measures to reduce their greenhouse gas emissions >>> http://eptwitter.eu/q7jd,,,,,,,,1
50,0,,,14481,1,0,0,2023-10-23,"Achieving our  climate and energy ambition requires accelerating the deployment of renewable energies like wind or solar, and energy infrastructure within the EU.

Common indicator 2 shows the additional capacity for renewable energy production installed with RRF support ↓","2 replies, 6 reposts, 11 likes, 2743 views",https://x.com/EU_Commission/status/1716384879397466195/photo/1,EU_Commission,2.0,6.0,11.0,,2743.0,en,"Achieving our  climate and energy ambition requires accelerating the deployment of renewable energies like wind or solar, and energy infrastructure within the EU.

Common indicator 2 shows the additional capacity for renewable energy production installed with RRF support ↓",45248.0,,,,,,,1
51,0,,,35769,1,0,0,2024-03-19," Verjamem, da dokumenti s prilogama o prednostih namakanja in rastlinjakov ponujajo nekaj konkretnih in uresničljivih rešitev na tem področju.","1 reply, 1 repost, 4 likes, 786 views",,nmusar,1.0,1.0,4.0,,786.0,sl,I believe that documents with attachments about the benefits of irrigation and greenhouses offer some concrete and feasible solutions in this area.,,Nataša Pirc Musar,,,,,,1
52,1,"Climate change, the loss of biodiversity or the material, monetary debt",we live at the expense of the future,190642,1,0,0,2022-01-01,"”Klimatförändringen, förlusten av biologisk mångfald eller den materiella, monetära skuldsättningen visar att vi lever på bekostnad av framtiden. Det kan inte vara vår generations testamente. Låt oss ändra på det.”

- President 
@Niinisto
 #uvp2022","3 reposts, 18 likes",,TPKanslia,,3.0,18.0,,,sv,"""Climate change, the loss of biodiversity or the material, monetary debt shows that we live at the expense of the future. It may not be our generation will. Let's change it.""

- President 
@Niinisto
 #UVP2022",,,,,,,,1
53,1,extreme weather,Horn of Africa continues to be severely affected,13397,1,0,0,2023-11-29,"The #HornofAfrica continues to be severely affected by extreme weather.  humanitarian funding will support partners delivering life-saving assistance. 

We are also financing helicopter flights in #Somalia to bring supplies to the flood-affected areas.
…https://civil-protection-humanitarian-aid.ec.europa.eu/news-stories/news/eu-allocates-emergency-humanitarian-aid-floods-horn-africa-2023-11-29_en?s=09…","2 reposts, 7 likes, 1 bookmark, 850 views",,JanezLenarcic,,2.0,7.0,1.0,850.0,en,"The #HornofAfrica continues to be severely affected by extreme weather.  humanitarian funding will support partners delivering life-saving assistance. 

We are also financing helicopter flights in #Somalia to bring supplies to the flood-affected areas.
…https://civil-protection-humanitarian-aid.ec.europa.eu/news-stories/news/eu-allocates-emergency-humanitarian-aid-floods-horn-africa-2023-11-29_en?s=09…",,Janez Lenarčič,Crisis Management,01/12/2019,30/11/2024,@JanezLenarcic,@EU_Commission,1
54,0,,,25588,1,0,0,2023-02-27,"Esta semana en el Parlamento Europeo:

 Semana Parlamentaria Europea

 Día Internacional de la Mujer: crisis energética y efectos en las mujeres

 Reducir el uso de gases fluorados de efecto invernadero

 Protección de la artesanía de la UE

Más ","1 repost, 3 likes, 1085 views",,Europarl_ES,,1.0,3.0,,1085.0,es,"This week in the European Parliament:

 European Parliamentary Week

 International Women's Day: Energy Crisis and Effects on Women

 Reduce the use of greenhouse fluorinated gases

 EU craft protection

Further",75765.0,,,,,,,1
55,0,,,80508,1,0,0,2023-04-21,"Climate change, migration, deforestation, China, crypto-assets.

MEPs have been working on various key files during this week’s #EPlenary session in Strasbourg.

Find out more","2 replies, 3 reposts, 4 likes, 728 views",https://x.com/jduch/status/1649425668285816837/photo/1,jduch,2.0,3.0,4.0,,728.0,en,"Climate change, migration, deforestation, China, crypto-assets.

MEPs have been working on various key files during this week’s #EPlenary session in Strasbourg.

Find out more",233585.0,,,,,,,1
56,0,,,193868,1,0,0,2022-02-14,"Stepping up our cooperation  with Colombia  #ForNature & climate!

We just signed a joint declaration with 
@CarlosECorreaE
 to push forward our work on climate action, biodiversity, #CircularEconomy, sustainable blue economy, against deforestation & plastic pollution!","1 reply, 14 reposts, 24 likes",https://x.com/VSinkevicius/status/1493171041845264386/photo/1,VSinkevicius,1.0,14.0,24.0,,,en,"Stepping up our cooperation  with Colombia  #ForNature & climate!

We just signed a joint declaration with 
@CarlosECorreaE
 to push forward our work on climate action, biodiversity, #CircularEconomy, sustainable blue economy, against deforestation & plastic pollution!",,,,,,,,1
57,0,,,24150,1,0,0,2023-10-20,"Parliament has approved the launch of the Strategic Technologies for Europe Platform, which will channel up to €160 billion of investments into projects and businesses working on digital technologies, renewable energy and biotechnologies.

Find out more: https://europa.eu/!ppChwr","27 replies, 16 reposts, 52 likes, 5 bookmarks, 13548 views",https://x.com/Europarl_EN/status/1715405012187414762/photo/1,Europarl_EN,27.0,16.0,52.0,5.0,13548.0,en,"Parliament has approved the launch of the Strategic Technologies for Europe Platform, which will channel up to €160 billion of investments into projects and businesses working on digital technologies, renewable energy and biotechnologies.

Find out more: https://europa.eu/!ppChwr",72632.0,,,,,,,1
58,0,,,43593,1,0,0,2023-01-26,"Discussed regional security and multilateral issues and how to further strengthen our partnership.

Work will continue at Ministerial Dialogue tomorrow, which also addresses trade & economic relations, energy transition & fight against climate change, education & development.
2/3","59 replies, 17 reposts, 49 likes, 9373 views",https://x.com/JosepBorrellF/status/1618669044399501312/photo/1,JosepBorrellF,59.0,17.0,49.0,,9373.0,en,"Discussed regional security and multilateral issues and how to further strengthen our partnership.

Work will continue at Ministerial Dialogue tomorrow, which also addresses trade & economic relations, energy transition & fight against climate change, education & development.
2/3",126991.0,,,,,,,1
59,0,,,276059,1,0,0,2022-01-27,"EU-ministerivaliokunnan kokouksen aiheita torstaina 27. tammikuuta:

 unionin turvallisuus- ja puolustuspolitiikan kehittäminen
 ilmastotoimien vaikutukset Suomen meriliikenteelle
 työolojen parantaminen alustatyössä

#SuomiEU

Tiedote ","1 repost, 4 likes",,valtioneuvosto,,1.0,4.0,,,fi,"Topics of the EU Ministerial Committee meeting on Thursday 27 January:

 Developing the Union Security and Defense Policy
 Impact of climate action on Finnish maritime traffic
 Improving working conditions in the platform work

#Suomieu

Release",,,,,,,,1
60,0,,,36332,1,1,1,2023-01-12,"Medborgarna förväntar sig att EU ska fortsätta arbeta med att hitta lösningar som kan mildra effekterna av den senaste tidens kriser, bland annat genom att prioritera kampen mot fattigdom och socialt utanförskap, folkhälsa samt åtgärder mot klimatförändringarna.",358 views,,Europarl_SV,,,,,358.0,sv,"Citizens expect the EU to continue to work on finding solutions that can mitigate the effects of recent crises, among other things by prioritizing the fight against poverty and social exclusion, public health and measures against climate change.",107680.0,,,,,,,1
61,1,clean energy transition,solution for climate action & biodiversity,131967,1,0,0,2022-11-16,"Continuing at #COP27  with great discussion on the #cleanenergytransition as a solution for climate action & #biodiversity.

This is at the heart of the #EU green agenda.

#EUGreenDeal goal is not only to reach climate-neutrality, but also to implement the “do no harm” principle.","5 replies, 17 reposts, 42 likes, 1 bookmark",https://x.com/KadriSimson/status/1592881656398254080/photo/1,KadriSimson,5.0,17.0,42.0,1.0,,en,"Continuing at #COP27  with great discussion on the #cleanenergytransition as a solution for climate action & #biodiversity.

This is at the heart of the #EU green agenda.

#EUGreenDeal goal is not only to reach climate-neutrality, but also to implement the “do no harm” principle.",,,,,,,,1
62,1,The Planning & Development Bill,"bring more certainty and consistency to the planning process, and make it more coherent & user-friendly",47836,1,0,0,2023-10-03,"The Planning & Development Bill will bring more certainty and consistency to the planning process, and make it more coherent & user-friendly. We have much to do, from housing, to renewable energy, to regional development.This Bill will be a real step change. So let’s get it done.","12 replies, 2 reposts, 15 likes, 7054 views",,LeoVaradkar,12.0,2.0,15.0,,7054.0,en,"The Planning & Development Bill will bring more certainty and consistency to the planning process, and make it more coherent & user-friendly. We have much to do, from housing, to renewable energy, to regional development.This Bill will be a real step change. So let’s get it done.",138129.0,,,,,,,1
